I really like being with you., i really you like
I really like being with you., i really you like
We all know what to do., we all know do what
We all know what to do., we all know do what
My father is a bit old-fashioned., my father bit old - fashioned bit
My father is a bit old-fashioned., my father bit old - fashioned bit
It has a leak., it leak have
It has a leak., it leak have
What do you really think?, you really think what
What do you really think?, you really think what
I'll see you next month., i next you next month see
I'll see you next month., i next you next month see
I bought a camera for thirty dollars., i camera thirty dollar buy
I bought a camera for thirty dollars., i camera thirty dollar buy
Tomorrow is her birthday., tomorrow her her birthday
Tomorrow is her birthday., tomorrow her her birthday
Neither is correct., neither correct
Neither is correct., neither correct
I hope the economy picks up soon., i economy soon hope pick up
I hope the economy picks up soon., i economy soon hope pick up
I ran away in a hurry., i away hurry run away
I ran away in a hurry., i away hurry run away
I owe my success to my friends., i my my my success my friend owe
I owe my success to my friends., i my my my success my friend owe
It was a joke., it joke
It was a joke., it joke
Japan relies on Arab countries for oil., japan arab arab country for oil rely on
Japan relies on Arab countries for oil., japan arab arab country for oil rely on
"Thank you very, very much!", you very very much thank
"Thank you very, very much!", you very very much thank
Get outside right now., outside right now get outside
Get outside right now., outside right now get outside
How did you manage to do that?, you that manage do how
How did you manage to do that?, you that manage do how
This proverb is worth remembering., this proverb worth remember this remember
This proverb is worth remembering., this proverb worth remember this remember
He has no hat on., he no hat have
He has no hat on., he no hat have
I need to sleep., i need sleep
I need to sleep., i need sleep
That boy is very clever., that boy very clever that very
That boy is very clever., that boy very clever that very
That doesn't cut the mustard., that mustard cut no
That doesn't cut the mustard., that mustard cut no
Who could have spread that news?, that news spread who
Who could have spread that news?, that news spread who
Are you on dope?, you dope
Are you on dope?, you dope
I live in a two story house., i two story house live in
I live in a two story house., i two story house live in
I had my thumbnail torn off., i my thumbnail have tear off
I had my thumbnail torn off., i my thumbnail have tear off
Why are you so obsessed with cars?, you so car obsess with why
Why are you so obsessed with cars?, you so car obsess with why
My husband is lazy., my husband lazy
My husband is lazy., my husband lazy
She visited him once a year., she him once year visit
She visited him once a year., she him once year visit
She held him by the sleeve., she him sleeve hold
She held him by the sleeve., she him sleeve hold
We all deserve respect., we all respect deserve
We all deserve respect., we all respect deserve
Any one of us could do it., any one of any us it do
Any one of us could do it., any one of any us it do
He was sitting and reading a book., he book sit read
He was sitting and reading a book., he book sit read
The carrots cost three dollars., carrot three dollar cost
The carrots cost three dollars., carrot three dollar cost
I thought I heard something., i i something think hear
I thought I heard something., i i something think hear
That's why I need a lawyer., that i lawyer need why
That's why I need a lawyer., that i lawyer need why
"That wasn't accurate, was it?", that accurate it no
"That wasn't accurate, was it?", that accurate it no
I'm sure that's wrong., i sure that 's wrong
I'm sure that's wrong., i sure that 's wrong
Aren't you annoyed by that?, you by that that annoy by no
Aren't you annoyed by that?, you by that that annoy by no
Blow out the candles., candle blow out
Blow out the candles., candle blow out
You're too good to me., you too good to too me
You're too good to me., you too good to too me
A car hit Tom., car tom hit
A car hit Tom., car tom hit
Put the coat on the hanger., coat hanger put
Put the coat on the hanger., coat hanger put
"I'm sorry, we're completely sold out.", i sorry we completely sell out
"I'm sorry, we're completely sold out.", i sorry we completely sell out
How do you spell that word?, you that word spell how
How do you spell that word?, you that word spell how
"Tom, may I have some money?", i tom some money have
"Tom, may I have some money?", i tom some money have
Tom was trying to control his anger., tom his his anger try control
Tom was trying to control his anger., tom his his anger try control
I want you back today., i you today want
I want you back today., i you today want
How did you get so strong?, you so strong so get so how
How did you get so strong?, you so strong so get so how
Give me two minutes., me two minute give
Give me two minutes., me two minute give
They're all guilty., they guilty
They're all guilty., they guilty
The floor is slippery., floor slippery
The floor is slippery., floor slippery
Isn't Tom a little old for you?, tom little old little for you no
Isn't Tom a little old for you?, tom little old little for you no
There's nothing that can stop us now., there that nothing stop us now 's stop
There's nothing that can stop us now., there that nothing stop us now 's stop
I went for help., i help go for
I went for help., i help go for
When did you go to sleep?, you sleep go to when
When did you go to sleep?, you sleep go to when
You can't just not do your job., you your just your job do no
You can't just not do your job., you your just your job do no
Tom is a very ambitious person., tom ambitious very ambitious person
Tom is a very ambitious person., tom ambitious very ambitious person
Nobody tells the truth anymore., nobody truth anymore tell
Nobody tells the truth anymore., nobody truth anymore tell
He was my first boyfriend., he my first my first boyfriend
He was my first boyfriend., he my first my first boyfriend
She leaves for New York next Sunday., she next new york next sunday leave for
She leaves for New York next Sunday., she next new york next sunday leave for
This apple tastes sour., this apple sour this taste
This apple tastes sour., this apple sour this taste
Can't you stay a little longer?, you little long little long stay no
Can't you stay a little longer?, you little long little long stay no
I wish you had told me that., i you me that wish tell
I wish you had told me that., i you me that wish tell
Maybe Tom has had an accident., tom maybe accident have
Maybe Tom has had an accident., tom maybe accident have
I'm sure you'll do very well., i sure you do very well do very
I'm sure you'll do very well., i sure you do very well do very
I didn't want to come here., i here want come here no
I didn't want to come here., i here want come here no
I love you more than ever., i you more than love
I love you more than ever., i you more than love
Tom reads a lot of books., tom lot of book read
Tom reads a lot of books., tom lot of book read
There's no solution to this problem., there no solution to this problem 's
There's no solution to this problem., there no solution to this problem 's
They went surfing., they go surf
They went surfing., they go surf
How many have you killed?, many you many kill how
How many have you killed?, many you many kill how
I bet you're busy., i you busy bet
I bet you're busy., i you busy bet
Please don't tell my wife., my my wife tell no
Please don't tell my wife., my my wife tell no
Do you promise never to lie again?, you again promise never lie again no
Do you promise never to lie again?, you again promise never lie again no
Do you want some of this?, you some of this want
Do you want some of this?, you some of this want
I think it's very deceptive., i it very deceptive very think
I think it's very deceptive., i it very deceptive very think
Have you looked at these brochures?, you these brochure look at
Have you looked at these brochures?, you these brochure look at
I must get my watch repaired., i my watch get repair
I must get my watch repaired., i my watch get repair
This medication works instantly., this medication this instantly work instantly
This medication works instantly., this medication this instantly work instantly
You seem a little depressed today., you little depressed little depressed today seem
You seem a little depressed today., you little depressed little depressed today seem
It's back to square one., it back to square one
It's back to square one., it back to square one
It went viral., it viral go viral
It went viral., it viral go viral
I think that was Tom., i that tom think
I think that was Tom., i that tom think
When are you going to move?, you go move when
When are you going to move?, you go move when
That'll be a lot of fun., that lot of fun
That'll be a lot of fun., that lot of fun
He's eager to speak to you., he eager speak you speak to
He's eager to speak to you., he eager speak you speak to
The mistakes are mine., mistake mine
The mistakes are mine., mistake mine
May I look at the menu?, i menu look at
May I look at the menu?, i menu look at
It's not for you., it you no
It's not for you., it you no
I'm much older than you are., i much old you much
I'm much older than you are., i much old you much
Did you lock the car?, you car lock
Did you lock the car?, you car lock
She was absorbed in her work., she her her work absorb in
She was absorbed in her work., she her her work absorb in
Don't be sad., sad no
Don't be sad., sad no
It's been unusually warm this week., it unusually warm unusually this week
It's been unusually warm this week., it unusually warm unusually this week
My life was a wreck., my life wreck
My life was a wreck., my life wreck
Who doesn't think so?, so think so who no
Who doesn't think so?, so think so who no
Are you from here?, you
Are you from here?, you
I was tired today., i tire today
I was tired today., i tire today
I totally agree with you., i totally you agree with
I totally agree with you., i totally you agree with
The apples are red., apple red
The apples are red., apple red
You have my number. Call me sometime., you my my number me sometime have call
You have my number. Call me sometime., you my my number me sometime have call
May I borrow your lighter?, i your lighter your lighter borrow
May I borrow your lighter?, i your lighter your lighter borrow
I can't dance either., i either dance either no
I can't dance either., i either dance either no
Tom raised his right hand., tom his right his right hand raise
Tom raised his right hand., tom his right his right hand raise
Don't worry. It's perfectly normal., it perfectly normal perfectly worry no
Don't worry. It's perfectly normal., it perfectly normal perfectly worry no
Why do you care so much?, you so much care so why
Why do you care so much?, you so much care so why
Do you play any sports?, you any sport play
Do you play any sports?, you any sport play
He often eats out on Saturday nights., he often saturday night eat out
He often eats out on Saturday nights., he often saturday night eat out
It's a complex issue., it complex complex issue
It's a complex issue., it complex complex issue
Toss the gun onto the table., gun table toss
Toss the gun onto the table., gun table toss
I'm not racist., i racist no
I'm not racist., i racist no
Isn't that what you're supposed to do?, that you suppose do what no
Isn't that what you're supposed to do?, that you suppose do what no
I don't know what to call you., i you know call what no
I don't know what to call you., i you know call what no
You can do it., you it do
You can do it., you it do
We'll have to find another option., we another option have find
We'll have to find another option., we another option have find
Did you read the instructions?, you instruction read
Did you read the instructions?, you instruction read
We're here to help them., we here them help
We're here to help them., we here them help
You should be careful in choosing friends., you careful in friend choose
You should be careful in choosing friends., you careful in friend choose
Do you have enough blankets?, you enough enough blanket have
Do you have enough blankets?, you enough enough blanket have
The data hasn't been compiled yet., data yet compile yet no
The data hasn't been compiled yet., data yet compile yet no
You're going to have to leave., you go have leave
You're going to have to leave., you go have leave
My father doesn't waste his time., my father his his time waste no
My father doesn't waste his time., my father his his time waste no
I just feel so lost., i so lose just so feel so
I just feel so lost., i so lose just so feel so
He went upstairs to her room., he her upstairs her room go upstairs
He went upstairs to her room., he her upstairs her room go upstairs
I didn't mean to pry., i pry mean to no
I didn't mean to pry., i pry mean to no
My sister plays the piano every day., my sister piano every day play
My sister plays the piano every day., my sister piano every day play
The cat is sleeping., cat sleep
The cat is sleeping., cat sleep
I think I can sing that., i i that think sing
I think I can sing that., i i that think sing
She appears to have many friends., she many many friend appear have
She appears to have many friends., she many many friend appear have
I assume that was Tom's idea., i that tom 's tom idea assume
I assume that was Tom's idea., i that tom 's tom idea assume
She's an intelligent young woman., she intelligent young intelligent young woman
She's an intelligent young woman., she intelligent young intelligent young woman
I work at the embassy., i embassy work at
I work at the embassy., i embassy work at
"No, that's not true.", that true no
"No, that's not true.", that true no
Tom and Mary washed the dishes together., tom and mary dish together wash
Tom and Mary washed the dishes together., tom and mary dish together wash
Please be honest., honest
Please be honest., honest
I thought it might be you., i it you think
I thought it might be you., i it you think
He is giving me a hard time., he hard me hard time give
He is giving me a hard time., he hard me hard time give
It had started to rain., it start rain
It had started to rain., it start rain
Why are you alone?, you alone why
Why are you alone?, you alone why
Tom found your cap., tom your your cap find
Tom found your cap., tom your your cap find
I beg your pardon?, i your your pardon beg
I beg your pardon?, i your your pardon beg
I'm impressed with your French., i impressed with your your french
I'm impressed with your French., i impressed with your your french
I want to go over it again., i it again want go over
I want to go over it again., i it again want go over
Please don't tell anyone else., anyone else tell no
Please don't tell anyone else., anyone else tell no
He has a book., he book have
He has a book., he book have
You must start at once., you start at
You must start at once., you start at
Would you say that again?, you that again say
Would you say that again?, you that again say
Are you happy here?, you happy here
Are you happy here?, you happy here
He tucked the handkerchief in his pocket., he his handkerchief his pocket tuck
He tucked the handkerchief in his pocket., he his handkerchief his pocket tuck
Let's ask the teacher., 's teacher let ask
Let's ask the teacher., 's teacher let ask
Take a wild guess., wild wild guess take
Take a wild guess., wild wild guess take
I have a reservation for six-thirty., i reservation for six - thirty have
I have a reservation for six-thirty., i reservation for six - thirty have
I made that decision on my own., i my own that decision my own make
I made that decision on my own., i my own that decision my own make
I have a kid., i kid have
I have a kid., i kid have
I brought you a present., i you present bring
I brought you a present., i you present bring
We want them to follow us., we them us want follow
We want them to follow us., we them us want follow
I just can't do that here., i just that here do no
I just can't do that here., i just that here do no
My father has bought a new car., my father new new car buy
My father has bought a new car., my father new new car buy
I read the report you wrote., i you report write read write
I read the report you wrote., i you report write read write
You didn't work hard enough., you hard enough work hard no
You didn't work hard enough., you hard enough work hard no
Keep me informed., informed me informed keep
Keep me informed., informed me informed keep
Do you often go to see plays?, you often play go see
Do you often go to see plays?, you often play go see
The meeting took place yesterday., meet place yesterday take
The meeting took place yesterday., meet place yesterday take
Aren't you too young to smoke?, you too young smoke too smoke no
Aren't you too young to smoke?, you too young smoke too smoke no
The scars are barely visible., scar barely visible barely
The scars are barely visible., scar barely visible barely
This is no place for children., this no place for child
This is no place for children., this no place for child
I know Tom is thickheaded., i tom know thickheaded
I know Tom is thickheaded., i tom know thickheaded
This dog is yours., this dog this yours
This dog is yours., this dog this yours
Your troubles are just beginning., your trouble just begin
Your troubles are just beginning., your trouble just begin
Do you miss your kids?, you your your kid miss
Do you miss your kids?, you your your kid miss
I'll be ready next time., i ready next next time
I'll be ready next time., i ready next next time
We often discuss politics., we often politics discuss
We often discuss politics., we often politics discuss
Give me a sec., me sec give
Give me a sec., me sec give
You really should do that yourself., you really that yourself do
You really should do that yourself., you really that yourself do
Time will tell., time tell
Time will tell., time tell
You're no longer allowed to speak., you no long allow speak
You're no longer allowed to speak., you no long allow speak
She is behind in her rent., she her behind her rent
She is behind in her rent., she her behind her rent
What are you two conspiring about?, you two conspire about what
I've been working on this for months., i this month work on
What are you two conspiring about?, you two conspire about what
I've been working on this for months., i this month work on
I'm feeling stressed., i stress feel
I'm feeling stressed., i stress feel
Who was driving?, drive who
Who was driving?, drive who
I like both., i both like
I like both., i both like
It's not illegal., it illegal no
It's not illegal., it illegal no
He spoke too quickly for the students., he too quickly student speak too
He spoke too quickly for the students., he too quickly student speak too
Don't stay in the sun too long., sun too long stay in no
Don't stay in the sun too long., sun too long stay in no
He is a teacher., he teacher
Does that work for you?, that you work for
He is a teacher., he teacher
Let Tom take a look at it., tom look at it let take
Does that work for you?, that you work for
Choose your next words carefully., your next your next word carefully choose
Let Tom take a look at it., tom look at it let take
Are you finished?, you finish
Choose your next words carefully., your next your next word carefully choose
I work hard in the garden., i hard garden work hard
Are you finished?, you finish
He raised his arm., he his his arm raise
I work hard in the garden., i hard garden work hard
He raised his arm., he his his arm raise
Horses eat grass., horses grass eat
The homework is due next week., homework due next week next week
Horses eat grass., horses grass eat
He was lying on the grass., he grass lie on
The homework is due next week., homework due next week next week
He has no common sense., he common no common sense have
He was lying on the grass., he grass lie on
That's not for me to decide., that me decide no
He has no common sense., he common no common sense have
He treats me as an adult., he me adult treat
That's not for me to decide., that me decide no
How is your wife?, your wife how
He treats me as an adult., he me adult treat
This is my phone., this my my phone
How is your wife?, your wife how
Will you please go there?, you there go there
This is my phone., this my my phone
It depends on the situation., it situation depend on
Will you please go there?, you there go there
What's this for?, this what
It depends on the situation., it situation depend on
You can't buy that kind of loyalty., you that kind of loyalty buy no
What's this for?, this what
She has never visited him., she him visit no
You can't buy that kind of loyalty., you that kind of loyalty buy no
I'll take you there., i you there take
She has never visited him., she him visit no
Can you stay and watch the children?, you child stay watch
I'll take you there., i you there take
We're not late., we late no
Can you stay and watch the children?, you child stay watch
"Who is it? ""It's your mother.""", it it your your mother who
We're not late., we late no
Everything looked nice., everything nice look
"Who is it? ""It's your mother.""", it it your your mother who
How far are you prepared to go?, far you prepare go ? go how
Everything looked nice., everything nice look
I won't give them to you., i them to you give no
How far are you prepared to go?, far you prepare go ? go how
Do you want to pray?, you want pray
I won't give them to you., i them to you give no
He plays the piano well., he piano well play
Do you want to pray?, you want pray
Who is it?, it who
He plays the piano well., he piano well play
We didn't give up., we give up no
Who is it?, it who
I don't like feeling helpless., i helpless like feel no
We didn't give up., we give up no
I don't like feeling helpless., i helpless like feel no
We want jobs., we job want
It's an older model., it old old model
We want jobs., we job want
I spilled coffee on my pants., i my coffee my pant spill
It's an older model., it old old model
I am taller., i taller
I spilled coffee on my pants., i my coffee my pant spill
You're all insane., you all insane all
I am taller., i taller
I don't understand this obsession of yours., i this obsession of yours understand no
You're all insane., you all insane all
That man is a soldier., that man that soldier
I don't understand this obsession of yours., i this obsession of yours understand no
That man is a soldier., that man that soldier
Did you go to the doctor?, you doctor go to
Did you go to the doctor?, you doctor go to
Are you in a bad mood?, you bad bad mood
Tom poured milk on his cereal., tom his milk his cereal pour
Are you in a bad mood?, you bad bad mood
Tom poured milk on his cereal., tom his milk his cereal pour
My car isn't for sale., my car sale no
My car isn't for sale., my car sale no
She got engaged to him., she engage to him get
I'll answer all your questions., i your all your question answer
She got engaged to him., she engage to him get
This is worth about three thousand dollars., this worth dollar about three thousand dollar
I'll answer all your questions., i your all your question answer
Who gave you this?, you this give who
This is worth about three thousand dollars., this worth dollar about three thousand dollar
Who gave you this?, you this give who
Cut off the power., power cut off
Cut off the power., power cut off
What did it all mean?, it all mean what
What did it all mean?, it all mean what
You missed a spot., you spot miss
You missed a spot., you spot miss
Her hair is turning gray., her hair gray turn
Her hair is turning gray., her hair gray turn
This is unusual weather., this unusual unusual weather
This is unusual weather., this unusual unusual weather
I anticipated trouble., i trouble anticipate
I anticipated trouble., i trouble anticipate
He disagrees with his relatives., he his his relative disagree with
He disagrees with his relatives., he his his relative disagree with
Please help yourself to the chocolate cake., yourself chocolate cake help
Please help yourself to the chocolate cake., yourself chocolate cake help
I am so exhausted!, i so exhaust so
I am so exhausted!, i so exhaust so
The hedgehog is a small animal., hedgehog small small animal
The hedgehog is a small animal., hedgehog small small animal
His record will never be broken., his record break no
His record will never be broken., his record break no
The radio is broken., radio broken
The radio is broken., radio broken
It's a questionable policy., it questionable questionable policy
It's a questionable policy., it questionable questionable policy
There was nothing he could have done., there he nothing do be do
There was nothing he could have done., there he nothing do be do
Tom never makes his own bed., tom his own his own bed make no
Tom never makes his own bed., tom his own his own bed make no
Please close the curtains., curtain close
Please close the curtains., curtain close
You're not totally blameless., you totally blameless totally no
You're not totally blameless., you totally blameless totally no
I'd never seen Tom dance before., i tom dance before see no
Let me do my work in peace., me my my work in peace let do
I'd never seen Tom dance before., i tom dance before see no
My wife really hates cats., my wife really cat hat
Let me do my work in peace., me my my work in peace let do
My wife really hates cats., my wife really cat hat
Last night was exceptionally cold., last exceptionally cold last night exceptionally
Last night was exceptionally cold., last exceptionally cold last night exceptionally
The bad smell sickened me., bad smell me sicken
The bad smell sickened me., bad smell me sicken
I lied about that., i that lie about
I lied about that., i that lie about
Is this your money?, this your your money
Is this your money?, this your your money
I've been drinking a lot of coffee., i lot of coffee drink
I've been drinking a lot of coffee., i lot of coffee drink
The money's on the table., money table
The money's on the table., money table
It's too expensive., it too expensive too
It's too expensive., it too expensive too
The audience began to laugh., audience begin laugh
You lied to me., you me lie to
The audience began to laugh., audience begin laugh
Please complete your homework., your your homework complete
You lied to me., you me lie to
Please complete your homework., your your homework complete
Tom hasn't broken any laws., tom any law break no
Tom hasn't broken any laws., tom any law break no
It's not the end of the world., it end of world no
It's not the end of the world., it end of world no
I have a lot of time., i lot of time have
I have a lot of time., i lot of time have
That can be a problem., that problem
That can be a problem., that problem
Which hat do you want to buy?, you which hat want buy
Which hat do you want to buy?, you which hat want buy
Why would anyone do such a thing?, anyone such thing do why
Why would anyone do such a thing?, anyone such thing do why
Her hair grew back., her hair back grow back
Kick as hard as you can., you as hard can kick as
Her hair grew back., her hair back grow back
Is he your teacher?, he your your teacher
Kick as hard as you can., you as hard can kick as
Is he your teacher?, he your your teacher
I'm three blocks away., i three block away
Don't you get it?, you it get no
I'm three blocks away., i three block away
Tom was dangerous., tom dangerous
Don't you get it?, you it get no
Almost no one believed her., no one almost no her believe
Tom was dangerous., tom dangerous
You can make it., you it make
Almost no one believed her., no one almost no her believe
You aren't as short as I am., you as short i as no
You can make it., you it make
I don't really want to go out., i really want go out no
You aren't as short as I am., you as short i as no
She knows what to do now., she now know do now what
I don't really want to go out., i really want go out no
Where were you last night?, you last last night where
She knows what to do now., she now know do now what
Tom and Mary have canceled their appointments., tom and mary their their appointment cancel
Where were you last night?, you last last night where
I have to tell you something., i you something have tell
Tom and Mary have canceled their appointments., tom and mary their their appointment cancel
I was thinking of getting one., i one think of get
I have to tell you something., i you something have tell
I guess I just don't get it., i i just it guess get no
I was thinking of getting one., i one think of get
Isn't anybody going to say congratulations?, anybody congratulation go say no
I guess I just don't get it., i i just it guess get no
I don't have an answer., i answer have no
Isn't anybody going to say congratulations?, anybody congratulation go say no
It was a mess., it mess
I don't have an answer., i answer have no
I have to win., i have win
It was a mess., it mess
You shouldn't eat raw snails., you raw raw snail eat no
I have to win., i have win
I believe in miracles., i miracle believe in
You shouldn't eat raw snails., you raw raw snail eat no
I'm late for school., i late for school
I believe in miracles., i miracle believe in
What does your son do?, your son do what
I'm late for school., i late for school
This is something I must face alone., this i something face alone face alone
What does your son do?, your son do what
Tom hates eating alone., tom alone hat eat alone
This is something I must face alone., this i something face alone face alone
No one was in the car., no one no car
Tom hates eating alone., tom alone hat eat alone
Tom may have told the truth., tom truth tell
No one was in the car., no one no car
You play the guitar very well., you guitar very well play
Tom may have told the truth., tom truth tell
We should tell Tom the truth., we tom truth tell
You play the guitar very well., you guitar very well play
Don't close the door., door close no
We should tell Tom the truth., we tom truth tell
You can't bury the truth., you truth bury no
Don't close the door., door close no
Tom is just afraid., tom just afraid just
Do you speak French well?, you french well speak
You can't bury the truth., you truth bury no
I'm not busy today., i busy today no
Tom is just afraid., tom just afraid just
I'm not being unreasonable., i unreasonable no
Do you speak French well?, you french well speak
He was quickly recaptured., he quickly recapture
I'm not busy today., i busy today no
"That would be nice, don't you think?", that nice you think no
I'm not being unreasonable., i unreasonable no
He was quickly recaptured., he quickly recapture
He always works hard., he always hard work hard
"That would be nice, don't you think?", that nice you think no
He blamed me for the accident., he me accident blame
I don't mind at all., i at all mind at no
He always works hard., he always hard work hard
"That's a good reason, I guess.", that good i good reason guess
He blamed me for the accident., he me accident blame
I don't mind at all., i at all mind at no
I'm a farmer., i farmer
"That's a good reason, I guess.", that good i good reason guess
We hardly have time to eat breakfast., we hardly time eat breakfast have eat
Why are you so busy?, you so busy so why
I'm a farmer., i farmer
I didn't ask for help., i help ask for no
We hardly have time to eat breakfast., we hardly time eat breakfast have eat
It's a dead end., it dead dead end
Why are you so busy?, you so busy so why
He soon walked away., he soon away walk away
I didn't ask for help., i help ask for no
He had his shirt on inside out., he his his shirt inside out have
It's a dead end., it dead dead end
Where do babies come from?, baby come from where
He soon walked away., he soon away walk away
Everyone was asleep., everyone asleep
He had his shirt on inside out., he his his shirt inside out have
I don't read., i read no
Where do babies come from?, baby come from where
Is someone knocking on the door?, someone knock door knock on
Everyone was asleep., everyone asleep
There is an album on the shelf., there album on shelf
I don't read., i read no
I would like the least expensive one., i least expensive least expensive one like
Is someone knocking on the door?, someone knock door knock on
The roof is on fire., roof fire
There is an album on the shelf., there album on shelf
I want you to try it., i you it want try
I would like the least expensive one., i least expensive least expensive one like
This room is comfortable., this room comfortable this
The roof is on fire., roof fire
Choose either of the two T-shirts., either of two t - shirts choose
I want you to try it., i you it want try
I know you're not like that., i you that know no
This room is comfortable., this room comfortable this
He shoved the letter into his pocket., he his letter his pocket shove
Choose either of the two T-shirts., either of two t - shirts choose
Tom went fishing., tom go fish
I know you're not like that., i you that know no
I was hoping I'd see Tom here., i i tom here hop see
He shoved the letter into his pocket., he his letter his pocket shove
Are you guys armed?, you guy arm arm
Tom went fishing., tom go fish
I'm disappointed and angry., i disappointed and angry
I was hoping I'd see Tom here., i i tom here hop see
Do you like the way you look?, you you way look like look
Are you guys armed?, you guy arm arm
I appreciate your situation., i your your situation appreciate
I'm disappointed and angry., i disappointed and angry
I've decided to agree to do that., i that decide agree do
Do you like the way you look?, you you way look like look
Why is love so complicated?, love so complicate so why
I appreciate your situation., i your your situation appreciate
Did somebody mention my name?, somebody my my name mention
I've decided to agree to do that., i that decide agree do
His complaints never cease., his complaint cease no
Why is love so complicated?, love so complicate so why
I work at a gas station., i gas station work at
Did somebody mention my name?, somebody my my name mention
I made her cry., i her her cry make
His complaints never cease., his complaint cease no
A sin confessed is half forgiven., sin confess half confess forgiven
I work at a gas station., i gas station work at
"Don't move, please.", move no
I made her cry., i her her cry make
Too much drinking will make you sick., much drink you sick too make
A sin confessed is half forgiven., sin confess half confess forgiven
"Don't move, please.", move no
I will give it a try., i it try give
In what month were you born?, you what bear
Too much drinking will make you sick., much drink you sick too make
I remember them., i them remember
I will give it a try., i it try give
You'd better knuckle down to work., you better work knuckle down
